time,f1,f2,f3
7/06/2022 1:00,,2.452415813,
7/06/2022 2:00,,2.452415813,
7/06/2022 3:00,,2.440214739,
7/06/2022 4:00,1.220107369,2.47681796,
7/06/2022 5:00,1.329917033,2.464616886,
7/06/2022 6:00,1.415324549,2.47681796,
7/06/2022 7:00,1.061493411,2.452415813,
7/06/2022 8:00,1.073694485,,
7/06/2022 9:00,1.061493411,,
7/06/2022 10:00,1.073694485,,
7/06/2022 11:00,1.061493411,2.464616886,4.416788677
7/06/2022 12:00,1.085895559,2.464616886,4.331381162
7/06/2022 13:00,1.110297706,2.440214739,4.39238653
7/06/2022 14:00,1.098096633,2.452415813,4.428989751
7/06/2022 15:00,1.146900927,2.452415813,4.398487067
7/06/2022 16:00,1.12249878,2.47681796,4.428989751
7/06/2022 17:00,1.153001464,2.458516349,4.355783309
7/06/2022 18:00,1.116398243,2.452415813,4.386285993
7/06/2022 19:00,1.171303075,2.458516349,4.374084919
7/06/2022 20:00,1.165202538,2.446315276,4.306979014
7/06/2022 21:00,1.085895559,2.446315276,4.313079551
7/06/2022 22:00,1.14080039,2.434114202,4.404587604
8/06/2022 0:00,1.085895559,2.434114202,4.343582235
8/06/2022 1:00,1.098096633,2.434114202,4.367984383
8/06/2022 2:00,1.171303075,2.446315276,4.355783309
8/06/2022 3:00,1.128599317,2.440214739,4.447291362
8/06/2022 4:00,1.427525622,2.440214739,4.245973646
8/06/2022 6:00,,2.428013665,
8/06/2022 7:00,,2.452415813,
8/06/2022 8:00,,2.452415813,
8/06/2022 12:00,,,4.355783309
8/06/2022 13:00,1.189604685,2.421913128,4.319180088
8/06/2022 14:00,1.201805759,2.421913128,4.252074183
8/06/2022 15:00,1.098096633,2.428013665,4.355783309
8/06/2022 16:00,1.183504148,2.409712055,4.306979014
8/06/2022 17:00,1.110297706,2.01317716,
8/06/2022 18:00,1.110297706,2.415812592,
8/06/2022 19:00,1.110297706,2.440214739,4.331381162
8/06/2022 20:00,1.12249878,2.440214739,4.331381162
8/06/2022 21:00,1.183504148,2.428013665,4.355783309
8/06/2022 22:00,1.177403612,2.403611518,4.319180088
9/06/2022 0:00,1.128599317,2.428013665,4.282576867
9/06/2022 1:00,1.177403612,2.440214739,4.343582235
9/06/2022 2:00,1.110297706,2.452415813,4.343582235
9/06/2022 3:00,1.171303075,2.452415813,4.331381162
9/06/2022 4:00,1.146900927,2.440214739,4.404587604
9/06/2022 5:00,1.110297706,2.440214739,4.367984383
9/06/2022 6:00,1.14080039,2.452415813,4.361883846
9/06/2022 7:00,1.073694485,2.452415813,4.39238653
9/06/2022 8:00,1.049292338,,
9/06/2022 9:00,1.073694485,2.47681796,
9/06/2022 10:00,1.110297706,2.47681796,4.416788677
9/06/2022 11:00,1.134699854,2.440214739,4.331381162
9/06/2022 12:00,1.085895559,2.440214739,4.367984383
9/06/2022 13:00,1.098096633,2.428013665,4.355783309
9/06/2022 14:00,1.085895559,2.464616886,4.343582235
9/06/2022 15:00,1.073694485,2.440214739,
9/06/2022 16:00,1.073694485,2.47681796,
9/06/2022 17:00,1.073694485,2.464616886,
9/06/2022 18:00,1.110297706,2.458516349,4.453391898
9/06/2022 19:00,1.098096633,2.470717423,4.416788677
9/06/2022 20:00,1.153001464,2.489019034,4.386285993
9/06/2022 21:00,1.165202538,2.458516349,4.477794046
9/06/2022 22:00,1.085895559,2.489019034,4.441190825
10/06/2022 0:00,0.976085896,2.318204002,
10/06/2022 1:00,1.085895559,2.47681796,
10/06/2022 2:00,1.098096633,2.47681796,
10/06/2022 3:00,,2.47681796,
10/06/2022 4:00,,2.47681796,
10/06/2022 5:00,1.085895559,2.464616886,
10/06/2022 6:00,1.085895559,2.489019034,
10/06/2022 7:00,1.073694485,2.440214739,
10/06/2022 8:00,1.073694485,2.452415813,
10/06/2022 9:00,1.12249878,2.464616886,
10/06/2022 10:00,1.153001464,2.47681796,
10/06/2022 11:00,1.12249878,2.470717423,4.465592972
10/06/2022 12:00,1.116398243,2.452415813,4.416788677
10/06/2022 13:00,1.12249878,2.452415813,4.428989751
10/06/2022 14:00,1.165202538,2.489019034,4.453391898
10/06/2022 18:00,1.207906296,2.14738897,
10/06/2022 19:00,1.195705222,2.464616886,
10/06/2022 20:00,1.171303075,2.452415813,
